"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1,-0.160855947243558,0.064181113261615,0.0670655455291306,0.0589803602740417,0.0569371277059288,0.0251892724340792,-0.0231898758604263,-0.0458859765156522,0.0375973033275078,-0.00378850170498902,0.0562996047943972,0.0330816179279828,0.058044178335483,0.0458253599934241,-0.0677620015398095,0.0380791755143781,0.00582744419250206,0.0268659770002191,0.0615881417396982,0.0463571904775954,0.0315142662852026,0.0787085549377183,0.0630698898983283,-0.0869753497285426,-0.032304657053398,0.0180151069715831,-0.0744249017824054,0.0177215739064263,0.135809145899829,-0.0509861472176531,0.0389754676801744,-0.00366831812213017,-0.0655399976282844,-0.0125703568241585,-0.0255816505749083,-0.0102867232539601,0.107716965735371,-0.0488847384580944,-0.097783691176043,0.0192329479294981,0.0862817363924785,0.0253746323121796,0.00594560215498265,0.134057942359417,-0.0220489781810933,-0.0572072153863867,0.0286102572795103,-0.108110531065523,-0.0350556595624593,0.0125616120581268,0.00953334065731364,0.0654858749058957,-0.0398709259437221,-0.0423880298743026,0.0117588804988517
