population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
13303,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19790679396867,1.01168575832519,-0.000962960518019251,-0.00096296051801914,-0.335149178812582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12732,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0191229719520369,-0.0630081090244294,0.0913858037016282,-0.0440168289843739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14856,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0568592012079694,-0.348689665209856,-0.269386714168516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12786,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0638335542064703,0.235383100694043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13354,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0756698419125357,0.254856827027773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12745,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.107203780956916,-0.0171680251370139,0.0567023965263783,-0.0137766197801574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12917,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.472115676410773,NA,NA,NA,NA,NA,NA,NA,NA,NA
12919,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.379547339179814,-0.328357853901987,NA,NA,NA,NA,NA,NA,NA,NA,NA
12921,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.415944250624374,0.0964870168816965,NA,NA,NA,NA,NA,NA,NA,NA,NA
4587,1,-0.297022459945289,-1.73587914079208,2.33191387507192,-0.42261105257735,-1.90930282249457,1.73587914079208,-1.73587914079208,0,1.44275495325713,0.889158921814792,-0.596034734279842,0,0,-0.29312418753495,0.466547869237442,0.47353880400936,0.0455775899523078,-0.492832131599555,-0.492832131599555,-1.44275495325713,2.03290160073737,0.09610404904093,-2.1290056497783,1.73587914079208,0.297022459945289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13342,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.24449541408711,-1.13252165464318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12793,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238763607266086,-0.516799111592967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12752,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122376314161737,-0.102743159593284,-0.432627367753572,-1.61841811333295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4588,1,0,0.294159657193961,-0.172642504263958,0.172642504263958,-0.74483742895168,1.13860245279585,-0.0962113890786314,0,-0.23159725487295,-0.23859888415655,0,-0.572194924687722,-1.05252905127618,1.5032068230339,-0.450677771757719,0.810793808844271,-0.360116037086552,-0.22533888587886,-0.22533888587886,0.281349856002728,1.12701893547764,0.205486405855197,-0.190298261323687,0.227205390830604,-0.0989110189455533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3445,1,-0.0464499973160111,-0.0464499973160918,-0.0464499973160939,-0.0464499973160246,-0.0464499973159334,-0.046449997315876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4590,1,0.0140356367641445,-0.0072821951569435,-0.0112584191979344,0.00246112742321869,0.0224206939623879,0.0397797993852427,0.0536411857606578,0.0634613786304639,0.0653688220286601,0.0592150617703406,0.0520739502126293,0.0488898313613142,0.043784496501841,0.0274259535317751,0.00207187783905094,-0.0170657851627529,-0.0176489852579216,-0.00386190682965148,0.0104383491300166,0.0216064261094462,0.0287393381201511,0.0344675358173541,0.0402422925013719,0.0446971360412727,0.0466723244985179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3474,1,0.00583450878746428,0.00437710275987202,0.00370082529379201,0.00333032175731773,0.00313044458842593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3473,1,-0.44140457333312,-0.452288577846455,-0.25593944106535,0.125777417600708,0.529543991915372,0.771370261572104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12920,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286773472462118,-0.337753128581613,NA,NA,NA,NA,NA,NA,NA,NA,NA
12922,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15893599542092,-0.857905999756941,NA,NA,NA,NA,NA,NA,NA,NA,NA
12923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72011203068555,0.0563608448887501,NA,NA,NA,NA,NA,NA,NA,NA,NA
4591,1,-0.239199747628662,-0.121976669090635,0.418525335786833,-0.201425640166925,0.252077370732952,-0.923302129494026,0.872650398927998,0.241103232638901,0.35756515280592,-1.47131878437282,0,0.283898011923812,0.465312570507939,-0.749210582431751,1.32834053041553,-0.65711577165446,0.472319694650206,0,0,0.780929266861109,-1.64057570834858,0.639404117570214,0.42345607400052,-0.89263314035338,0.217099695619908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5821,1,-0.0483479835638461,-0.0483479835626771,-0.0483479835614795,-0.0483479835603415,-0.0483479835594853,-0.0483479835590632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4892,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00442056599428509,-0.00442056599426732,-0.00442056599425256,-0.0044205659942611,-0.00442056599429685,-0.00442056599434493,-0.0044205659944021,-0.00442056599447271,-0.00442056599455443,-0.0044205659946227,-0.0044205659946579,-0.00442056599466689,-0.0044205659946821,-0.00442056599472851,-0.00442056599479823,-0.00442056599486829,-0.00442056599492513,-0.00442056599497265,-0.00442056599501117,-0.00442056599503493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4625,1,0.0347621062592123,0.116505569071437,-0.133538908370218,0.204119982655925,-0.1249387366083,-0.0969100130080567,0.23257261500813,-0.23257261500813,0.110857441906393,0.110857441906392,0.110857441906393,0.110857441906392,0.110857441906393,0,0,0.0963031735606199,0.0963031735606199,0.0954792682989769,0.0954792682989773,0.0484550065040281,0.0484550065040281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3470,1,0.310621391056974,0.0929896606177208,-0.0669238734713491,-0.197182670771267,-0.278649895973547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4553,1,-0.0710745742216444,-0.0920621018787921,-0.103491088246359,-0.103784968149319,-0.100096344456172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3471,1,-0.0459721119202934,-0.136467862474839,-0.196871612737375,-0.21731850855861,-0.216321040901123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3472,1,-0.0959700011502067,-0.703127759357096,-0.748343405987625,-0.0950825007165594,0.565113299609009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3475,1,0.0197310946147145,0.0218213922276771,0.0232136469907804,0.019281280768086,0.0143402188114032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4550,1,-0.098554755793145,-0.122132802523926,-0.112007099611963,-0.0802702681250592,-0.0545782970133717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3476,1,NA,NA,-0.0342860054612788,-0.0342860054612557,-0.0342860054612389,-0.0342860054612655,-0.0342860054613493,-0.0342860054614713,-0.0342860054615998,-0.034286005461707,-0.0342860054617746,-0.0342860054618038,-0.0342860054618155,-0.0342860054618395,-0.0342860054618859,-0.0342860054619385,-0.0342860054619753,-0.0342860054619943,-0.0342860054620099,-0.0342860054620245,-0.0342860054620348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.235528446907549,-0.443697499232713,0.508155488459631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3477,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0921914548615956,-0.0921914548615956,-0.0921914548615956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6349,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0472681508778278,0.00635654823777387,-0.0332793945102415,-0.0258263469189655,0.0210386245363445,0.0531386733093788,0.036875287293304,0.0031382705226457,0.0090509500405459,0.0607619040598827,0.096244584156978,0.0566418381521745,-0.0392394347828897,-0.110402688976869,-0.0996643401268705,-0.026054729030406,0.0490381836437148,0.0866172075951573,NA,NA,NA,NA,NA,NA,NA,NA
13368,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0185162458378454,-0.0840957459946812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13369,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00337099608570646,-0.100633663990853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13367,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148262165190924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13366,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.102417224787923,-0.0803026380033885,-0.0413961981445752,-0.000271169028230878,0.0281924780119532,0.0374509392141135,0.0313241376501118,0.0198983709647956,0.012431673808259,NA,NA,NA,NA,NA,NA,NA
13357,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0311579819903867,-0.118308157709287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3405,1,0.0352652654944672,0.0231166242646021,0.00836090774557263,-0.00796964771800646,-0.0216547043751412,-0.0306729935813079,-0.0360886417332562,-0.0378951965669199,-0.035268302961641,-0.0307109915284265,-0.0275460307895234,-0.0222535551081391,-0.00642473318843351,0.0203454181423273,0.0454868666787234,0.0554744594165149,0.048110828782129,0.0302727031773804,0.0112571618317143,0.00346884403176562,0.0186540313895094,0.0497108981853347,0.0622593898650226,0.0232523258798749,-0.0583403446984061,-0.134782767351933,-0.170271065061836,-0.174242056360363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18032,1,NA,0.171935299284524,0.130860130827024,0.130860130827024,0.0717735544301721,0.0717735544301723,0.0717735544301719,0.0717735544301723,0.0184834056940133,-0.00275765689712681,-0.00275765689712681,-0.00275765689712637,-0.00275765689712681,-0.00275765689712637,0.0113645833421669,0.0113645833421669,0.0113645833421669,0.0113645833421669,0.0113645833421669,0.0239143591749023,0.0239143591749018,0.0239143591749018,0.0239143591749023,0.0239143591749018,0.0239143591749018,-0.00931522840827093,-0.00931522840827093,-0.00931522840827137,-0.00931522840827093,-0.00931522840827093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17859,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.016837321737182,-0.0168373217371821,-0.016837321737182,-0.016837321737182,-0.016837321737182,-0.016837321737182,-0.0168373217371821,-0.016837321737182,0.0138442875725795,0.0138442875725795,0.0138442875725795,0.0138442875725795,0.0138442875725795,0.0138442875725795,0.0138442875725795,0.0427075284571373,0.0427075284571375,0.0427075284571374,0.0427075284571374,0.0427075284571374,0.0427075284571374,0.0427075284571374,0.0427075284571374,0.0427075284571374,0.0427075284571374,0.0427075284571374,0.0427075284571374,NA,NA,NA,NA
8058,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0237992781555865,0.0237992781555865,0.0237992781555865,0.0237992781555869,0.0237992781555865,0.0237992781555865,0.0237992781555865,0.0237992781555869,0.0237992781555865,0.0237992781555865,0.0237992781555865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13279,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0759606255824918,-0.0759606255832082,-0.0759606255827996,-0.0759606255789196,-0.0759606255712528,-0.0759606255626322,-0.0759606255572072,NA,NA,NA
4809,1,0.022894636962723,0.0437792802201538,0.0598072829487835,0.065517787263927,0.0574957320996063,0.0398545415178395,0.0206577667463663,0.00212110112264763,-0.0206209732342515,-0.0480455620461466,-0.0683591874832037,-0.0679271398818055,-0.049230324049099,-0.0317483244063199,-0.0316269643856193,-0.044504720747536,-0.0525922570348312,-0.045785390958029,-0.0299789363593566,-0.0151357249996558,-0.00229194210986972,0.0135066669183788,0.0317183468077618,0.0442899544287783,0.0453797454678246,0.0381807720206866,0.0297481335759795,0.0222090387139293,0.0124605471484456,-0.000851187841086176,-0.0139337463265448,-0.022177988139132,-0.0251117289091716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5373,1,NA,NA,NA,NA,NA,-0.0310827712532751,-0.03108277125296,-0.0310827712533329,-0.0310827712554211,-0.0310827712592233,-0.0310827712635931,-0.0310827712670779,-0.0310827712689387,-0.0310827712694978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12694,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0221326601131253,-0.0222985937685387,-0.0197808093519042,-0.0124898534207306,-0.00228191098147414,0.00593828638423826,0.00832538271643571,0.0051546933893398,-0.000163474815308193,-0.00471811403381216,-0.00832697568185544,-0.0122353919460582,-0.0164001765748154,-0.0191663464467771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12695,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0210430544764425,-0.0210430544766452,-0.0210430544770527,-0.0210430544775901,-0.0210430544781499,-0.0210430544786606,-0.0210430544791025,-0.0210430544794762,-0.0210430544797519,-0.0210430544798567,-0.021043054479724,-0.0210430544793821,-0.0210430544789882,-0.0210430544787423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12698,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0364286617898141,-0.036215125421654,-0.0356702650021393,-0.0346389829211368,-0.0329444088672936,-0.0305481419135924,-0.0274186344585161,-0.0234718631763616,-0.0189639567955707,-0.0145532332052031,-0.0110014960564309,-0.0087599642030608,-0.00774540319451095,-0.00747372833068055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12699,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0237183429602612,0.0220900208729886,0.0181727600439514,0.0120337136472809,0.00472091361530354,-0.00254200136348683,-0.00943250226008868,-0.0156238219579468,-0.0206343295042714,-0.0235973179277235,-0.023651494613112,-0.0209426013369526,-0.0171584055305232,-0.0146310760593144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12702,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0216382092174919,0.0213010151336166,0.020511986422397,0.0192378947023335,0.0175320338982377,0.0156727910619323,0.0139998810001197,0.0127625134201615,0.0120427250397913,0.0117576364006136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12697,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00549855856310755,-0.00540181514266241,-0.00520419695203969,-0.00489478721231637,-0.00450588843600819,-0.00411362774623275,-0.00379642904887106,-0.00359023996357977,-0.00347729038234412,-0.00341499235553988,-0.00337439257491154,-0.0033519339249295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
