population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
8833,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531478917042255,0.427562475278839,0.148168577326775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12517,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.318365557996463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3590,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10509727534981,0.0714776868953095,0.0258778493844274,-0.0071538899840351,-0.0277216784457088,-0.0496781389755536,-0.0699286392274141,-0.0667728960541614,-0.0316234284573869,0.0115712428306542,0.0293742638180885,0.0156025898834631,-0.00604924502416826,-0.0142583031548458,-0.0119418564191822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3591,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00858130024740289,-0.00858130024752324,-0.0085813002477555,-0.0085813002480335,-0.00858130024826598,-0.00858130024836901,-0.00858130024829351,-0.00858130024803572,-0.00858130024763315,-0.00858130024716286,-0.00858130024672299,-0.0085813002464048,-0.00858130024625203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4826,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00263056928093894,-0.00269308550355188,-0.00234243770702655,-0.00122995100294776,0.000408178701436279,0.00208194984085525,0.00361002387434839,0.00505452427490219,0.006204557415603,0.00651482758301478,0.00569667906974577,0.00411771212759598,0.00241420030942868,0.000879294516292817,-0.000524016096270341,-0.00168236310730835,-0.00225413939075464,-0.00217077969288049,-0.00188741993301136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4828,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00218306377039312,0.00218306377047173,0.00218306377064698,0.00218306377087391,0.00218306377104677,0.00218306377110217,0.00218306377113564,0.00218306377139632,0.00218306377212374,0.00218306377334787,0.00218306377485239,0.0021830637763276,0.0021830637775852,0.00218306377864452,0.00218306377963706,0.00218306378064587,0.00218306378162775,0.00218306378246019,0.00218306378304228,0.00218306378335942,0.00218306378347649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6240,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369911285071794,-0.412663265492744,0.477121254719663,-0.408040335576364,0.387599175333819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6325,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39175463174118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12407,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.296874035892823,0.277663777339769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7665,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0684552267393173,0.0684552267393173,-0.258425462659897,-0.258425462659898,-0.258425462659897,-0.258425462659897,-0.258425462659897,-0.258425462659898,-0.258425462659897,-0.258425462659897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7666,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0518747187691808,0.051874718769181,-0.00724899337221085,-0.00724899337221085,-0.00724899337221085,-0.00724899337221063,-0.00724899337221108,-0.00724899337221063,-0.00724899337221085,-0.00724899337221085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.00933758052777156,0.00933758052777112,0.00933758052777156,0.00933758052777156,0.00933758052777112,0.00933758052777156,0.00933758052777112,0.00933758052777156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7668,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0304324544117085,-0.0304324544117085,-0.0102833540763627,-0.0102833540763627,-0.0102833540763627,-0.0102833540763627,-0.0102833540763627,-0.0102833540763627,-0.0102833540763627,-0.0102833540763627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12406,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0984864012430114,-0.594234653816006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7669,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0367886842648131,-0.0367886842648133,0.0295380832534158,0.0295380832534158,0.0295380832534158,0.0295380832534158,0.0295380832534158,0.0295380832534158,0.0295380832534156,0.0295380832534158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7671,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00216068689132,1.00216068689132,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11991,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0538764180408349,-0.0538764180408347,-0.053876418040835,-0.0538764180408348,-0.0538764180408349,-0.0538764180408349,-0.0538764180408349,-0.0538764180408348,-0.0538764180408349,-0.0538764180408348,-0.053876418040835,-0.0538764180408348,-0.0538764180408349,-0.0538764180408348,-0.0538764180408349,-0.0538764180408349,-0.0538764180408348,-0.0538764180408348,-0.0538764180408349,-0.0538764180408348,-0.0538764180408349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11990,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0071202172191045,0.0071202172191045,0.00712021721910427,0.00712021721910472,0.00712021721910427,0.0071202172191045,0.0071202172191045,0.0071202172191045,0.00712021721910427,0.00712021721910472,0.00712021721910427,0.0071202172191045,0.00712021721910427,0.0071202172191045,0.0071202172191045,0.0071202172191045,0.0071202172191045,NA,NA,NA,NA,NA,NA
925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1249387366083,0.176091259055681,0.0599979296752853,-0.0599979296752853,0.1010523457103,0.101052345710299,-0.0212019242765435,-0.0212019242765438,-0.0469965626762234,0.0357155522665344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447158031342219,0.165625825377516,0.127578832774508,-0.0691513490831408,-0.0691513490831408,0.0105946495349691,0.0105946495349691,0.1249387366083,0.0442036624920534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364699075533359,0.0193051551953867,0.0287007358621914,0.0287007358621916,-0.0673492869487284,-0.067349286948728,-0.123062731609545,0.0754210971743179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0771659548122992,-0.403019534201313,0.22987357932512,0.22987357932512,0.0129036318031428,0.0129036318031428,-0.184524426592544,0.158717162986258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.176091259055681,0.272034022175138,0.272034022175138,0,0,-0.146128035678238,-0.0969100130080565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0131644693611745,-0.0131644693611745,0.0373168091484521,0.0373168091484519,-0.433655560938572,0.301029995663981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8777,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.301029995663981,0.361727836017593,0.163316971019252,0.388769045346872,-0.173451162889473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
