"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-0.0574567165017862,-0.0293210407935263,-0.0611689146397122,-0.032412355277055,-0.0286318899215901,-0.0209096440750586,-0.0233848288448995,-0.0284353321975054,-0.0228994839183306,0.0188202526791709,0.0112484873847262,-0.0242823311880713,-0.0043993144526929,-0.000894493644762421,0.0135968614974979,0.02576083483006,-0.0281875766395402,-0.0126693267953862,-0.0126343278938087,-0.0601150537012625,0.0170409670982592,-0.0780336671485195,0.0605434461000288,-0.0154628723946306,-0.0701927511938207,-0.0555850170521853,-0.104869632793307,-0.0494233288347817,-0.0475073780805271,0.0124235233187339,0.0834778427176412,-0.216888502199994,0.197066809245377,0.0124697783358985,-0.00751614750891209,-0.0279520737967194,-0.0416331809437146,-0.00468718283028297,0.0339474403951528,0.0909636770831358,0.0207168531955063,0.102318396403744,0.0540883306780164,0.0376718263887095,0.0403225336116964
