"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,-0.00449855485989209,-0.00540149967703974,-0.00547311195292954,-0.00341198260303947,-0.00299833893429897,-0.00348074091237115,-0.00333415980498528,-0.00322973683003483,-0.0021605206266003,-0.0018642649467372,-0.00209023974774461,-0.00325070724113928,-0.00518621462041904,-0.0002346985732252,0.0059279215292597,0.0065826469482341,-0.00394617678141355,0.00358821840881366,-0.00254113563651323,5.29445023869806e-05,0.00367681858045097,0.000316348071592163,-0.000843626667993626,-0.00276216053835369,-0.00147621397528429,-0.00236332978183272,0.00210565816860981,0.00326329817617727,-0.00205129665346265,-0.00373221889591316,-0.00419084271946699,-0.00390717132142157,0.00017473226019785,0.00398928526648547,0.0151969360978823,0.00709941560981962,0.00468704882818668,0.00288634525247132,0.00190218169479654,0.00149115092142483,0.00158960558537196,0.00550510784414437,-0.00236800481015532,-0.00380749974211768
