1,-0.142539352240386,-0.00749080584436079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.469729764032726,-0.214652321792702,-1,1,0.212150309723486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173888347548155,NA,NA,NA,NA,NA
1,0.0527104400140126,0.0527104400140121,-0.02100294657538,0.0652667315125912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10450791626612,0.0941358201082863,0.0689714098929748,0.0165521736772367,0.0188341946414683,0.0014607803943476,-0.00187510637020916,0.00767252226235815,0.0224111046448532,0.0324478082496715,NA,NA,NA,NA,NA,NA
1,-0.0825412372789849,-0.0825412372789851,-0.0825412372789851,-0.0825412372789849,-0.0825412372789851,-0.0825412372789849,-0.0825412372789851,-0.0825412372789851,-0.0825412372789849,-0.0825412372789851,-0.0825412372789851,-0.0825412372789848,-0.0101966652650703,0.1261476604221,-0.082541237278985,-0.0825412372789851,-0.0825412372789849,-0.082541237278985,-0.0825412372789849,-0.082541237278985,0,-1,0.952531001876861,0,-0.952531001876861,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0.0799625600647713,-0.0799625600647713,-0.0799625600647712,-0.0799625600647713,-0.0799625600647713,-0.0799625600647713,-0.0799625600647712,-0.0799625600647713,-0.0799625600647714,-0.0799625600647712,-0.0799625600647713,-0.0799625600647711,-0.0799625600647714,-0.0799625600647712,-0.129691875063941,-0.129691875063941,-0.129691875063941,-0.129691875063941,-0.129691875063941,-0.129691875063941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,0.0442946617253084,0.0572585961445122,0.0482920824048341,0.0257316665186257,-0.0110451533021897,-0.0434443185953565,-0.0479821869009831,-0.0328835328005626,0.0360956521637177,0.066901401606507,0.0464309406563472,0.00594895847485288,-0.0174109056797467,-0.0133274630770734,0.00370372582560208,0.0159477687722567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,0.00368157593208762,0.00328209137463076,0.0041330774086541,0.0101468190930805,0.0229422898074974,0.0343326863141868,0.0284293685587953,-0.00226078626017712,-0.0434214091830245,-0.0682284480834137,-0.0640766904478605,-0.0474819602839243,-0.0486343142762247,-0.0818598406449562,-0.133800944567094,-0.178797985148464,-0.201265342546356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,-0.00258511055067978,-0.00684550669422945,-0.0155513492554766,-0.144991535145289,-0.0184215441174682,-0.0213866423860322,-0.0219291381631407,-0.0207638528103569,-0.0180846941004559,-0.0140488692180046,-0.00927804537910581,-0.00388010657866755,0.00203883488887746,0.00723417996973935,0.00958455735048674,0.00860861975785276,0.00403983708594735,-0.00505227507639383,-0.0179768070125848,-0.0325456520264352,0.0373441764746245,0.0248635750002526,-0.139637882959621,-0.157614644007943,-0.172099184106043,0.0796655887841343,-0.595295800725808,0.291775885842281,-0.0643537054163242,-0.0205050343130744,-0.154901959985743,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,0.0278942786344687,0.0219509507572728,0.0105536668447108,-0.00385912763672969,-0.0181881873748555,-0.0299793465536524,-0.0378544598313393,-0.0415185173386936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,0.522878745280338,-0.0188143747289988,-0.0188143747289988,-0.0188143747289988,-0.0188143747289988,-0.0188143747289988,-0.0188143747289988,-0.0188143747289988,-0.0188143747289988,-0.0188143747289988,-0.0188143747289988,-0.0188143747289988,-0.0188143747289988,-0.0188143747289988,-0.0188143747289987,-0.0188143747289989,-0.0188143747289987,-0.349485002168009,-0.349485002168009,NA,NA,NA,0,0,1,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,0.176091259055681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.389075625191822,-0.389075625191822,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
