"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
1,-0.0279979681281956,-0.0473891222729167,-0.0820832441880938,-0.114653549311535,-0.0887456566945852,0.0129088593514626,0.0141190239581198,-0.0165471959412918,0.0874031458503395,0.0652556422439651,0.00973988218945506,0.00921821020334962,-0.0339342079061448,-0.0262227375352632,-0.0073852448405088,0.0379439124748853,0.0366962827083625,-0.0592753245353224,0.0331281383846017,0.0155505337705615,0.0539235945050401,-0.0500499351697236,-0.0364322547648569,0.00865300499764198,0.0277862245268092,-0.00276147136545626,0.00199212291876417,-0.00578121346248533,-0.0323175326045902,0.026957505941012,-0.0469973290389339,-0.0679257403671308,-0.0409877880907053,-0.00185930081088233,-0.00643610435698483,0.101385655376487,0.0462349761158829,0.0635753451574129,-0.126336492301534,0.15712779348696,-0.0521712396466238,-0.181063157374505,0.0638041567405407
